obs_wl_vac(nm),ritz_wl_vac(nm),intens,Aki(s^-1),fik,S(a.u.),log_gf,Acc,Ei(eV),Ek(eV),conf_i,term_i,J_i,conf_k,term_k,J_k,g_i,g_k,Type,tp_ref,line_ref,
"=""""","=""5632.78""","=""""","=""2.48e+05""","=""3.54e-01""","=""6.57e+01""","=""-0.451""",B,"=""6.3990739""","=""6.6191858""","=""3s2.3p.4p""","=""1S""","=""0""","=""3s2.3p.3d""","=""1P*""","=""1""",1,3,,"=""T8363c22""","=""""",
"=""""","=""5679.79""","=""""","=""6.45e+05""","=""9.36e-01""","=""1.75e+02""","=""-0.029""",B,"=""7.1037839""","=""7.3220738""","=""3s2.3p.5p""","=""3P""","=""0""","=""3s2.3p.4d""","=""3D*""","=""1""",1,3,,"=""T6066LS""","=""""",
"=""""","=""5719.16""","=""""","=""3.13e+04""","=""1.53e-02""","=""1.44e+01""","=""-1.116""",C+,"=""5.9639280""","=""6.1807152""","=""3s2.3p.4p""","=""3D""","=""2""","=""3s2.3p.3d""","=""3F*""","=""2""",5,5,,"=""T8363c22""","=""""",
"=""""","=""5774.82""","=""""","=""2.42e+05""","=""1.21e-01""","=""6.90e+01""","=""-0.440""",D+,"=""7.1342886""","=""7.3489867""","=""3s2.3p.5p""","=""3S""","=""1""","=""3s2.3p.(2P*<1/2>).6s<1/2>""","=""(1/2,1/2)*""","=""1""",3,3,,"=""T6066LS'""","=""""",
"=""""","=""5778.55""","=""""","=""4.59e+04""","=""1.38e-02""","=""1.31e+01""","=""-1.161""",C,"=""7.4288029""","=""7.6433624""","=""3s2.3p.nd""","=""a 3P*""","=""2""","=""3s2.3p.(2P*<3/2>).5f""","=""2[3/2]""","=""2""",5,5,,"=""T6066LS'""","=""""",
"=""""","=""5787.98""","=""""","=""4.58e+05""","=""2.30e-01""","=""1.31e+02""","=""-0.161""",B,"=""7.1078640""","=""7.3220738""","=""3s2.3p.5p""","=""3P""","=""1""","=""3s2.3p.4d""","=""3D*""","=""1""",3,3,,"=""T6066LS""","=""""",
"=""""","=""5829.0""","=""""","=""1.30e+04""","=""6.62e-03""","=""8.89e+00""","=""-1.334""",E,"=""7.5265183""","=""7.739221""","=""3s2.3p.5d""","=""3F*""","=""3""","=""3s2.3p.(2P*<3/2>).7p<3/2>""","=""(3/2,3/2)""","=""3""",7,7,,"=""T6066LS'""","=""""",
"=""""","=""5838.1""","=""""","=""1.75e+05""","=""1.15e-01""","=""1.55e+02""","=""-0.094""",C,"=""7.739221""","=""7.951594""","=""3s2.3p.(2P*<3/2>).7p<3/2>""","=""(3/2,3/2)""","=""3""","=""3s2.3p.8d""","=""3F*""","=""4""",7,9,,"=""T6066LS'""","=""""",
"=""""","=""5851.21""","=""""","=""8.75e+01""","=""2.69e-05""","=""2.59e-02""","=""-3.871""",E,"=""5.8708445""","=""6.0827393""","=""3s2.3p.3d""","=""1D*""","=""2""","=""3s2.3p.4p""","=""3P""","=""1""",5,3,,"=""T8363c22""","=""""",
"=""""","=""5870.6""","=""""","=""7.88e+05""","=""6.79e-01""","=""3.94e+02""","=""0.309""",B+,"=""7.1078640""","=""7.319059""","=""3s2.3p.5p""","=""3P""","=""1""","=""3s2.3p.4d""","=""3D*""","=""2""",3,5,,"=""T6066LS""","=""""",
"=""""","=""5955.2""","=""""","=""2.20e+05""","=""3.90e-02""","=""2.29e+01""","=""-0.932""",E,"=""7.1342886""","=""7.342482""","=""3s2.3p.5p""","=""3S""","=""1""","=""3s2.3p.(2P*<1/2>).6s<1/2>""","=""(1/2,1/2)*""","=""0""",3,1,,"=""T6066LS'""","=""""",
"=""""","=""5979.6""","=""""","=""1.52e+04""","=""1.14e-02""","=""1.12e+01""","=""-1.244""",C,"=""7.319059""","=""7.526402""","=""3s2.3p.4d""","=""3D*""","=""2""","=""3s2.3p.(2P*<3/2>).6p<3/2>""","=""(3/2,3/2)""","=""3""",5,7,,"=""T6066LS'""","=""""",
"=""""","=""5979.8""","=""""","=""5.84e+04""","=""3.13e-02""","=""4.31e+01""","=""-0.659""",C+,"=""7.526402""","=""7.7337400""","=""3s2.3p.(2P*<3/2>).6p<3/2>""","=""(3/2,3/2)""","=""3""","=""3s2.3p.6d""","=""3F*""","=""3""",7,7,,"=""T6066LS'""","=""""",
"=""""","=""5989.88""","=""""","=""1.94e+04""","=""1.04e-02""","=""1.44e+01""","=""-1.138""",C+,"=""5.9840096""","=""6.1909991""","=""3s2.3p.4p""","=""3D""","=""3""","=""3s2.3p.3d""","=""3F*""","=""3""",7,7,,"=""T8363c22""","=""""",
"=""""","=""6061.4""","=""""","=""9.54e+05""","=""7.36e-01""","=""7.34e+02""","=""0.566""",B+,"=""7.1251535""","=""7.329702""","=""3s2.3p.5p""","=""3P""","=""2""","=""3s2.3p.4d""","=""3D*""","=""3""",5,7,,"=""T6066LS""","=""""",
"=""""","=""6077.5""","=""""","=""2.19e+03""","=""8.68e-04""","=""1.22e+00""","=""-2.216""",E,"=""7.526402""","=""7.730406""","=""3s2.3p.(2P*<3/2>).6p<3/2>""","=""(3/2,3/2)""","=""3""","=""3s2.3p.6d""","=""3F*""","=""2""",7,5,,"=""T6066LS'""","=""""",
"=""""","=""6107.18""","=""""","=""5.85e+05""","=""3.27e-01""","=""1.97e+02""","=""-0.008""",B,"=""7.4403485""","=""7.6433624""","=""3s2.3p.nd""","=""a 3P*""","=""1""","=""3s2.3p.(2P*<3/2>).5f""","=""2[3/2]""","=""2""",3,5,,"=""T6066LS'""","=""""",
"=""""","=""6231.1""","=""""","=""7.33e+05""","=""1.28e+00""","=""2.62e+02""","=""0.107""",B,"=""7.444321""","=""7.643299""","=""3s2.3p.nd""","=""a 3P*""","=""0""","=""3s2.3p.(2P*<3/2>).5f""","=""2[3/2]""","=""1""",1,3,,"=""T6066LS'""","=""""",
"=""""","=""6296.16""","=""""","=""2.37e+04""","=""8.44e-03""","=""8.75e+00""","=""-1.375""",D+,"=""7.1251535""","=""7.3220738""","=""3s2.3p.5p""","=""3P""","=""2""","=""3s2.3p.4d""","=""3D*""","=""1""",5,3,,"=""T6066LS""","=""""",
"=""""","=""6303.03""","=""""","=""6.62e+02""","=""2.82e-04""","=""4.09e-01""","=""-2.705""",C,"=""5.9840096""","=""6.1807152""","=""3s2.3p.4p""","=""3D""","=""3""","=""3s2.3p.3d""","=""3F*""","=""2""",7,5,,"=""T8363c22""","=""""",
"=""""","=""6303.2""","=""""","=""1.04e+05""","=""6.17e-02""","=""8.96e+01""","=""-0.365""",C+,"=""7.329702""","=""7.526402""","=""3s2.3p.4d""","=""3D*""","=""3""","=""3s2.3p.(2P*<3/2>).6p<3/2>""","=""(3/2,3/2)""","=""3""",7,7,,"=""T6066LS'""","=""""",
"=""""","=""6314.1""","=""""","=""2.74e+04""","=""1.34e-02""","=""3.06e+01""","=""-0.832""",D,"=""7.806865""","=""8.003226?""","=""3s2.3p.(2P*<3/2>).6f""","=""2[9/2]""","=""5""","=""3s2.3p.9d""","=""3F*""","=""4""",11,9,,"=""T6066LS'""","=""""",
"=""""","=""6361.0""","=""""","=""1.15e+05""","=""5.44e-02""","=""1.03e+02""","=""-0.310""",C,"=""7.5443078""","=""7.739221""","=""3s2.3p.5d""","=""3F*""","=""4""","=""3s2.3p.(2P*<3/2>).7p<3/2>""","=""(3/2,3/2)""","=""3""",9,7,,"=""T6066LS'""","=""""",
"=""""","=""6394.1""","=""""","=""2.04e+05""","=""1.25e-01""","=""1.32e+02""","=""-0.204""",B,"=""7.1251535""","=""7.319059""","=""3s2.3p.5p""","=""3P""","=""2""","=""3s2.3p.4d""","=""3D*""","=""2""",5,5,,"=""T6066LS""","=""""",
"=""""","=""6485.8""","=""""","=""1.87e+04""","=""3.92e-03""","=""2.51e+00""","=""-1.930""",C+,"=""6.0827393""","=""6.273903""","=""3s2.3p.4p""","=""3P""","=""1""","=""3s2.3p.3d""","=""3P*""","=""0""",3,1,,"=""T8363c22""","=""""",
"=""""","=""6501.52""","=""""","=""1.42e+04""","=""2.69e-02""","=""5.77e+00""","=""-1.570""",C+,"=""6.0787337""","=""6.2694342""","=""3s2.3p.4p""","=""3P""","=""0""","=""3s2.3p.3d""","=""3P*""","=""1""",1,3,,"=""T8363c22""","=""""",
"=""""","=""6501.5""","=""""","=""3.55e+04""","=""1.35e-02""","=""1.44e+01""","=""-1.171""",C,"=""7.618564""","=""7.809264""","=""3s2.3p.5d""","=""3D*""","=""2""","=""3s2.3p.(2P*<3/2>).6f""","=""2[3/2]""","=""1""",5,3,,"=""T6066LS'""","=""""",
"=""""","=""6561.4""","=""""","=""1.37e+04""","=""8.87e-03""","=""1.34e+01""","=""-1.207""",D,"=""7.739221""","=""7.928182""","=""3s2.3p.(2P*<3/2>).7p<3/2>""","=""(3/2,3/2)""","=""3""","=""3s2.3p.8d""","=""3F*""","=""3""",7,7,,"=""T6066LS'""","=""""",
"=""""","=""6641.01""","=""""","=""1.01e+03""","=""6.67e-04""","=""4.38e-01""","=""-2.699""",C,"=""6.0827393""","=""6.2694342""","=""3s2.3p.4p""","=""3P""","=""1""","=""3s2.3p.3d""","=""3P*""","=""1""",3,3,,"=""T8363c22""","=""""",
"=""""","=""6783.4""","=""""","=""9.39e+04""","=""6.48e-02""","=""4.34e+01""","=""-0.711""",C,"=""7.626487""","=""7.809264""","=""3s2.3p.5d""","=""3D*""","=""1""","=""3s2.3p.(2P*<3/2>).6f""","=""2[3/2]""","=""1""",3,3,,"=""T6066LS'""","=""""",
"=""""","=""6927.2""","=""""","=""1.02e+02""","=""4.42e-05""","=""5.04e-02""","=""-3.656""",E,"=""7.730406""","=""7.909388""","=""3s2.3p.6d""","=""3F*""","=""2""","=""3s2.3p.(2P*<3/2>).7f""","=""2[3/2]""","=""1""",5,3,,"=""T6066LS'""","=""""",
"=""""","=""6947.3""","=""""","=""4.57e+02""","=""2.36e-04""","=""3.78e-01""","=""-2.782""",E,"=""7.739221""","=""7.917685""","=""3s2.3p.(2P*<3/2>).7p<3/2>""","=""(3/2,3/2)""","=""3""","=""3s2.3p.8d""","=""3F*""","=""2""",7,5,,"=""T6066LS'""","=""""",
"=""""","=""6948.13""","=""""","=""2.22e+04""","=""2.68e-02""","=""1.84e+01""","=""-1.095""",C+,"=""6.0827393""","=""6.2611819""","=""3s2.3p.4p""","=""3P""","=""1""","=""3s2.3p.3d""","=""3P*""","=""2""",3,5,,"=""T8363c22""","=""""",
"=""""","=""7258.05""","=""""","=""1.30e+04""","=""6.17e-03""","=""7.37e+00""","=""-1.511""",C+,"=""6.0986113""","=""6.2694342""","=""3s2.3p.4p""","=""3P""","=""2""","=""3s2.3p.3d""","=""3P*""","=""1""",5,3,,"=""T8363c22""","=""""",
"=""""","=""7626.48""","=""""","=""1.89e+04""","=""1.65e-02""","=""2.07e+01""","=""-1.084""",C+,"=""6.0986113""","=""6.2611819""","=""3s2.3p.4p""","=""3P""","=""2""","=""3s2.3p.3d""","=""3P*""","=""2""",5,5,,"=""T8363c22""","=""""",
"=""""","=""7723.64""","=""""","=""6.44e+04""","=""5.76e-02""","=""7.32e+01""","=""-0.541""",C+,"=""7.0055221""","=""7.1660476""","=""3s2.3p.4d""","=""1D*""","=""2""","=""3s2.3p.5p""","=""1D""","=""2""",5,5,,"=""T6066""","=""""",
"=""""","=""7825.2""","=""""","=""6.10e+03""","=""5.60e-03""","=""4.33e+00""","=""-1.775""",D,"=""7.6433624""","=""7.801805""","=""3s2.3p.(2P*<3/2>).5f""","=""2[3/2]""","=""2""","=""3s2.3p.6d""","=""3D*""","=""1""",5,3,,"=""T6066LS'""","=""""",
"=""""","=""8013.5""","=""""","=""6.50e+03""","=""7.65e-03""","=""1.82e+01""","=""-1.162""",D,"=""7.753238""","=""7.907956""","=""3s2.3p.6d""","=""3F*""","=""4""","=""3s2.3p.(2P*<3/2>).7f""","=""2[9/2]""","=""5""",9,11,,"=""T6066LS'""","=""""",
"=""""","=""8314.1""","=""""","=""4.29e+04""","=""1.48e-02""","=""1.22e+01""","=""-1.353""",C+,"=""6.1247785""","=""6.273903""","=""3s2.3p.4p""","=""3S""","=""1""","=""3s2.3p.3d""","=""3P*""","=""0""",3,1,,"=""T8363c22""","=""""",
"=""""","=""8346.1""","=""""","=""6.58e+05""","=""9.62e-01""","=""1.32e+03""","=""0.682""",C+,"=""7.3778482""","=""7.526402""","=""3s2.3p.(2P*<3/2>).6s<1/2>""","=""(3/2,1/2)*""","=""2""","=""3s2.3p.(2P*<3/2>).6p<3/2>""","=""(3/2,3/2)""","=""3""",5,7,,"=""T6066LS'""","=""""",
"=""""","=""8566.6""","=""""","=""4.62e+04""","=""4.16e-02""","=""1.29e+02""","=""-0.340""",C,"=""7.806865""","=""7.951594""","=""3s2.3p.(2P*<3/2>).6f""","=""2[9/2]""","=""5""","=""3s2.3p.8d""","=""3F*""","=""4""",11,9,,"=""T6066LS'""","=""""",
"=""""","=""8570.99""","=""""","=""3.27e+04""","=""3.60e-02""","=""3.05e+01""","=""-0.967""",B,"=""6.1247785""","=""6.2694342""","=""3s2.3p.4p""","=""3S""","=""1""","=""3s2.3p.3d""","=""3P*""","=""1""",3,3,,"=""T8363c22""","=""""",
"=""""","=""8741.1""","=""""","=""2.26e+04""","=""1.55e-02""","=""2.23e+01""","=""-1.111""",C,"=""7.667423""","=""7.809264""","=""3s2.3p.5d""","=""3P*""","=""2""","=""3s2.3p.(2P*<3/2>).6f""","=""2[3/2]""","=""1""",5,3,,"=""T6066LS'""","=""""",
"=""""","=""8791.9""","=""""","=""7.97e+03""","=""6.60e-03""","=""1.34e+01""","=""-1.335""",C,"=""7.526402""","=""7.667423""","=""3s2.3p.(2P*<3/2>).6p<3/2>""","=""(3/2,3/2)""","=""3""","=""3s2.3p.5d""","=""3P*""","=""2""",7,5,,"=""T6066LS'""","=""""",
"=""""","=""8872.2""","=""""","=""8.39e+02""","=""1.65e-03""","=""1.45e+00""","=""-2.305""",D,"=""7.6433624""","=""7.783107""","=""3s2.3p.(2P*<3/2>).5f""","=""2[3/2]""","=""2""","=""3s2.3p.6d""","=""3D*""","=""2""",5,5,,"=""T6066LS'""","=""""",
"=""""","=""9089.52""","=""""","=""1.83e+04""","=""3.78e-02""","=""3.40e+01""","=""-0.945""",B,"=""6.1247785""","=""6.2611819""","=""3s2.3p.4p""","=""3S""","=""1""","=""3s2.3p.3d""","=""3P*""","=""2""",3,5,,"=""T8363c22""","=""""",
"=""""","=""9129.7""","=""""","=""4.20e+05""","=""7.34e-01""","=""1.10e+03""","=""0.565""",B+,"=""7.1660476""","=""7.301851""","=""3s2.3p.5p""","=""1D""","=""2""","=""3s2.3p.4d""","=""1F*""","=""3""",5,7,,"=""T6066""","=""""",
"=""""","=""9144.9""","=""""","=""2.65e+05""","=""4.27e-01""","=""9.00e+02""","=""0.476""",B,"=""7.739221""","=""7.8747985""","=""3s2.3p.(2P*<3/2>).7p<3/2>""","=""(3/2,3/2)""","=""3""","=""3s2.3p.7d""","=""3F*""","=""4""",7,9,,"=""T6066LS'""","=""""",
"=""""","=""9525.4""","=""""","=""2.61e+05""","=""3.55e-01""","=""3.34e+02""","=""0.027""",B,"=""7.679101""","=""7.809264""","=""3s2.3p.5d""","=""3P*""","=""1""","=""3s2.3p.(2P*<3/2>).6f""","=""2[3/2]""","=""1""",3,3,,"=""T6066LS'""","=""""",
"=""""","=""9749.4""","=""""","=""3.25e+05""","=""1.39e+00""","=""4.46e+02""","=""0.143""",B+,"=""7.682093""","=""7.809264""","=""3s2.3p.5d""","=""3P*""","=""0""","=""3s2.3p.(2P*<3/2>).6f""","=""2[3/2]""","=""1""",1,3,,"=""T6066LS'""","=""""",
"=""""","=""9818.1""","=""""","=""1.56e+04""","=""1.35e-02""","=""2.18e+01""","=""-1.171""",D,"=""7.783107""","=""7.909388""","=""3s2.3p.6d""","=""3D*""","=""2""","=""3s2.3p.(2P*<3/2>).7f""","=""2[3/2]""","=""1""",5,3,,"=""T6066LS'""","=""""",
"=""""","=""9965.55""","=""""","=""9.27e+04""","=""8.28e-02""","=""1.36e+02""","=""-0.383""",B,"=""7.1660476""","=""7.2904604""","=""3s2.3p.5p""","=""1D""","=""2""","=""3s2.3p.4d""","=""1P*""","=""1""",5,3,,"=""T6066""","=""""",
"=""""","=""9975.72""","=""""","=""1.53e+03""","=""1.37e-03""","=""2.25e+00""","=""-2.164""",D,"=""7.5190764""","=""7.6433624""","=""3s2.3p.5d""","=""3F*""","=""2""","=""3s2.3p.(2P*<3/2>).5f""","=""2[3/2]""","=""2""",5,5,,"=""T6066LS'""","=""""",
"=""""","=""10275.7""","=""""","=""7.63e+03""","=""1.69e-02""","=""2.86e+01""","=""-1.073""",D+,"=""7.618564""","=""7.739221""","=""3s2.3p.5d""","=""3D*""","=""2""","=""3s2.3p.(2P*<3/2>).7p<3/2>""","=""(3/2,3/2)""","=""3""",5,7,,"=""T6066LS'""","=""""",
"=""""","=""10873.0""","=""""","=""1.87e+05""","=""2.71e-01""","=""1.07e+03""","=""0.474""",B+,"=""7.639208""","=""7.753238""","=""3s2.3p.(2P*<3/2>).5f""","=""2[9/2]""","=""5""","=""3s2.3p.6d""","=""3F*""","=""4""",11,9,,"=""T6066LS'""","=""""",
"=""""","=""10873.5""","=""""","=""1.75e+04""","=""3.11e-02""","=""7.79e+01""","=""-0.662""",C,"=""7.739221""","=""7.853246""","=""3s2.3p.(2P*<3/2>).7p<3/2>""","=""(3/2,3/2)""","=""3""","=""3s2.3p.7d""","=""3F*""","=""3""",7,7,,"=""T6066LS'""","=""""",
"=""""","=""10956.05""","=""""","=""8.59e-02""","=""2.17e-07""","=""3.91e-04""","=""-5.965""",E,"=""5.8708445""","=""5.9840096""","=""3s2.3p.3d""","=""1D*""","=""2""","=""3s2.3p.4p""","=""3D""","=""3""",5,7,,"=""T8363c22""","=""""",
"=""""","=""11490.5""","=""""","=""1.01e+05""","=""1.99e-01""","=""5.27e+02""","=""0.144""",B+,"=""7.526402""","=""7.6343040""","=""3s2.3p.(2P*<3/2>).6p<3/2>""","=""(3/2,3/2)""","=""3""","=""3s2.3p.5d""","=""3D*""","=""3""",7,7,,"=""T6066LS'""","=""""",
"=""""","=""11524.5""","=""""","=""2.88e+04""","=""5.74e-02""","=""6.53e+01""","=""-0.764""",D+,"=""7.801805""","=""7.909388""","=""3s2.3p.6d""","=""3D*""","=""1""","=""3s2.3p.(2P*<3/2>).7f""","=""2[3/2]""","=""1""",3,3,,"=""T6066LS'""","=""""",
"=""""","=""11736.5""","=""""","=""1.13e+05""","=""7.77e-02""","=""9.01e+01""","=""-0.632""",C+,"=""7.338682""","=""7.444321""","=""3s2.3p.(2P*<3/2>).4f""","=""2[3/2]""","=""1""","=""3s2.3p.nd""","=""a 3P*""","=""0""",3,1,,"=""T6066LS'""","=""""",
"=""""","=""11750.67""","=""""","=""6.78e+04""","=""8.42e-02""","=""1.63e+02""","=""-0.376""",C+,"=""7.0287762""","=""7.1342886""","=""3s2.3p.4d""","=""3P*""","=""2""","=""3s2.3p.5p""","=""3S""","=""1""",5,3,,"=""T6066LS""","=""""",
"=""""","=""11817.3""","=""""","=""4.01e+04""","=""8.39e-02""","=""2.28e+02""","=""-0.231""",C+,"=""7.6343040""","=""7.739221""","=""3s2.3p.5d""","=""3D*""","=""3""","=""3s2.3p.(2P*<3/2>).7p<3/2>""","=""(3/2,3/2)""","=""3""",7,7,,"=""T6066LS'""","=""""",
"=""""","=""11881.2""","=""""","=""3.94e+04""","=""8.33e-02""","=""9.77e+01""","=""-0.602""",C+,"=""7.029935""","=""7.1342886""","=""3s2.3p.4d""","=""3P*""","=""1""","=""3s2.3p.5p""","=""3S""","=""1""",3,3,,"=""T6066LS""","=""""",
"=""""","=""12195.2""","=""""","=""2.52e+04""","=""5.61e-02""","=""6.76e+01""","=""-0.774""",C+,"=""7.338682""","=""7.4403485""","=""3s2.3p.(2P*<3/2>).4f""","=""2[3/2]""","=""1""","=""3s2.3p.nd""","=""a 3P*""","=""1""",3,3,,"=""T6066LS'""","=""""",
"=""""","=""12368.0""","=""""","=""1.16e+04""","=""8.00e-02""","=""3.26e+01""","=""-1.097""",C,"=""7.034043""","=""7.1342886""","=""3s2.3p.4d""","=""3P*""","=""0""","=""3s2.3p.5p""","=""3S""","=""1""",1,3,,"=""T6066LS""","=""""",
"=""""","=""12703.3""","=""""","=""3.42e+03""","=""1.16e-02""","=""2.43e+01""","=""-1.237""",C,"=""7.4288029""","=""7.526402""","=""3s2.3p.nd""","=""a 3P*""","=""2""","=""3s2.3p.(2P*<3/2>).6p<3/2>""","=""(3/2,3/2)""","=""3""",5,7,,"=""T6066LS'""","=""""",
"=""""","=""12757.4""","=""""","=""4.29e+02""","=""7.48e-04""","=""2.20e+00""","=""-2.281""",E,"=""7.739221""","=""7.836408""","=""3s2.3p.(2P*<3/2>).7p<3/2>""","=""(3/2,3/2)""","=""3""","=""3s2.3p.7d""","=""3F*""","=""2""",7,5,,"=""T6066LS'""","=""""",
"=""""","=""12864.45""","=""""","=""1.57e+04""","=""3.90e-02""","=""8.26e+01""","=""-0.710""",C+,"=""7.0287762""","=""7.1251535""","=""3s2.3p.4d""","=""3P*""","=""2""","=""3s2.3p.5p""","=""3P""","=""2""",5,5,,"=""T6066LS""","=""""",
"=""""","=""12934.9""","=""""","=""1.04e+04""","=""1.56e-02""","=""3.32e+01""","=""-1.108""",D,"=""7.813536""","=""7.909388""","=""3s2.3p.6d""","=""3P*""","=""2""","=""3s2.3p.(2P*<3/2>).7f""","=""2[3/2]""","=""1""",5,3,,"=""T6066LS'""","=""""",
"=""""","=""13014.1""","=""""","=""2.75e+04""","=""5.72e-02""","=""2.70e+02""","=""-0.201""",D,"=""7.907956""","=""8.003226?""","=""3s2.3p.(2P*<3/2>).7f""","=""2[9/2]""","=""5""","=""3s2.3p.9d""","=""3F*""","=""4""",11,9,,"=""T6066LS'""","=""""",
"=""""","=""13021.0""","=""""","=""5.05e+03""","=""2.14e-02""","=""2.75e+01""","=""-1.192""",C,"=""7.029935""","=""7.1251535""","=""3s2.3p.4d""","=""3P*""","=""1""","=""3s2.3p.5p""","=""3P""","=""2""",3,5,,"=""T6066LS""","=""""",
"=""""","=""13064.7""","=""""","=""3.26e+05""","=""1.02e+00""","=""3.95e+03""","=""0.963""",B+,"=""7.5443078""","=""7.639208""","=""3s2.3p.5d""","=""3F*""","=""4""","=""3s2.3p.(2P*<3/2>).5f""","=""2[9/2]""","=""5""",9,11,,"=""T6066LS'""","=""""",
"=""""","=""13319.7""","=""""","=""1.32e+01""","=""3.52e-05""","=""7.72e-02""","=""-3.754""",D,"=""5.8708445""","=""5.9639280""","=""3s2.3p.3d""","=""1D*""","=""2""","=""3s2.3p.4p""","=""3D""","=""2""",5,5,,"=""T8363c22""","=""""",
"=""""","=""13453""","=""""","=""1.10e+04""","=""2.13e-02""","=""6.60e+01""","=""-0.827""",C+,"=""7.526402""","=""7.618564""","=""3s2.3p.(2P*<3/2>).6p<3/2>""","=""(3/2,3/2)""","=""3""","=""3s2.3p.5d""","=""3D*""","=""2""",7,5,,"=""T6066LS'""","=""""",
"=""""","=""13757.5""","=""""","=""7.00e+02""","=""3.31e-03""","=""4.50e+00""","=""-2.003""",D+,"=""7.338682""","=""7.4288029""","=""3s2.3p.(2P*<3/2>).4f""","=""2[3/2]""","=""1""","=""3s2.3p.nd""","=""a 3P*""","=""2""",3,5,,"=""T6066LS'""","=""""",
"=""""","=""14364.5""","=""""","=""1.13e+05""","=""3.51e-01""","=""4.98e+02""","=""0.022""",C+,"=""7.823076""","=""7.909388""","=""3s2.3p.6d""","=""3P*""","=""1""","=""3s2.3p.(2P*<3/2>).7f""","=""2[3/2]""","=""1""",3,3,,"=""T6066LS'""","=""""",
"=""""","=""14921.8""","=""""","=""1.35e+05""","=""1.35e+00""","=""6.63e+02""","=""0.130""",B,"=""7.826299""","=""7.909388""","=""3s2.3p.6d""","=""3P*""","=""0""","=""3s2.3p.(2P*<3/2>).7f""","=""2[3/2]""","=""1""",1,3,,"=""T6066LS'""","=""""",
"=""""","=""14958.4""","=""""","=""3.96e+01""","=""7.97e-05""","=""1.96e-01""","=""-3.400""",D,"=""5.8708445""","=""5.9537304""","=""3s2.3p.3d""","=""1D*""","=""2""","=""3s2.3p.4p""","=""3D""","=""1""",5,3,,"=""T8363c22""","=""""",
"=""""","=""15676.8""","=""""","=""4.84e+03""","=""1.07e-02""","=""2.76e+01""","=""-1.272""",C,"=""7.0287762""","=""7.1078640""","=""3s2.3p.4d""","=""3P*""","=""2""","=""3s2.3p.5p""","=""3P""","=""1""",5,3,,"=""T6066LS""","=""""",
"=""""","=""15722.5""","=""""","=""9.04e+02""","=""2.01e-03""","=""5.20e+00""","=""-1.998""",D,"=""7.730406""","=""7.809264""","=""3s2.3p.6d""","=""3F*""","=""2""","=""3s2.3p.(2P*<3/2>).6f""","=""2[3/2]""","=""1""",5,3,,"=""T6066LS'""","=""""",
"=""""","=""15909.9""","=""""","=""2.77e+03""","=""1.05e-02""","=""1.65e+01""","=""-1.502""",D+,"=""7.029935""","=""7.1078640""","=""3s2.3p.4d""","=""3P*""","=""1""","=""3s2.3p.5p""","=""3P""","=""1""",3,3,,"=""T6066LS""","=""""",
"=""""","=""16788.9""","=""""","=""9.44e+03""","=""1.33e-02""","=""2.21e+01""","=""-1.399""",C,"=""7.029935""","=""7.1037839""","=""3s2.3p.4d""","=""3P*""","=""1""","=""3s2.3p.5p""","=""3P""","=""0""",3,1,,"=""T6066LS""","=""""",
"=""""","=""16795.2""","=""""","=""3.14e+03""","=""3.98e-02""","=""2.20e+01""","=""-1.400""",D+,"=""7.034043""","=""7.1078640""","=""3s2.3p.4d""","=""3P*""","=""0""","=""3s2.3p.5p""","=""3P""","=""1""",1,3,,"=""T8363""","=""""",
"=""""","=""17268.5""","=""""","=""8.69e+02""","=""5.44e-03""","=""1.55e+01""","=""-1.565""",D,"=""7.667423""","=""7.739221""","=""3s2.3p.5d""","=""3P*""","=""2""","=""3s2.3p.(2P*<3/2>).7p<3/2>""","=""(3/2,3/2)""","=""3""",5,7,,"=""T6066LS'""","=""""",
"=""""","=""18250.7""","=""""","=""1.03e+05""","=""4.19e-01""","=""2.77e+03""","=""0.664""",B,"=""7.806865""","=""7.8747985""","=""3s2.3p.(2P*<3/2>).6f""","=""2[9/2]""","=""5""","=""3s2.3p.7d""","=""3F*""","=""4""",11,9,,"=""T6066LS'""","=""""",
"=""""","=""19413.3""","=""""","=""4.53e+04""","=""2.56e-01""","=""1.15e+03""","=""0.253""",B,"=""7.739221""","=""7.803087""","=""3s2.3p.(2P*<3/2>).7p<3/2>""","=""(3/2,3/2)""","=""3""","=""3s2.3p.6d""","=""3D*""","=""3""",7,7,,"=""T6066LS'""","=""""",
"=""""","=""19719.0""","=""""","=""3.49e+02""","=""2.85e-03""","=""9.25e+00""","=""-1.846""",D+,"=""7.0287762""","=""7.0916515""","=""3s2.3p.4d""","=""3P*""","=""2""","=""3s2.3p.5p""","=""3D""","=""3""",5,7,,"=""T6066LS""","=""""",
"=""""","=""20413.6""","=""""","=""3.10e+04""","=""5.81e-01""","=""3.90e+02""","=""-0.236""",B+,"=""7.2297243""","=""7.2904604""","=""3s2.3p.5p""","=""1S""","=""0""","=""3s2.3p.4d""","=""1P*""","=""1""",1,3,,"=""T6066""","=""""",
"=""""","=""23090.2""","=""""","=""1.55e+04""","=""1.74e-01""","=""6.61e+02""","=""-0.060""",B+,"=""7.0692685""","=""7.1229641""","=""3s2.3p.5p""","=""3D""","=""2""","=""3s2.3p.4d""","=""3F*""","=""3""",5,7,,"=""T6066LS""","=""""",
